# Time (s),Altitude (m),Vertical velocity (m/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Mach number (​),Thrust (N),Drag force (N),Drag coefficient (​)
44.262,6282.269,-62.092,3.985e4,241.842,NaN,NaN,NaN,NaN,0.204,0,234.954,NaN
44.762,6250.729,-64.068,3.985e4,241.842,NaN,NaN,NaN,NaN,0.209,0,247.406,NaN
45.262,6218.245,-65.871,3.985e4,241.842,NaN,NaN,NaN,NaN,0.214,0,259.76,NaN
45.762,6184.898,-67.517,3.985e4,241.842,NaN,NaN,NaN,NaN,0.218,0,270.364,NaN
46.262,6150.768,-68.999,3.985e4,241.842,NaN,NaN,NaN,NaN,0.222,0,282.899,NaN
46.762,6115.935,-70.335,3.985e4,241.842,NaN,NaN,NaN,NaN,0.226,0,293.545,NaN
47.262,6080.468,-71.532,3.985e4,241.842,NaN,NaN,NaN,NaN,0.229,0,303.749,NaN
47.762,6044.437,-72.595,3.985e4,241.842,NaN,NaN,NaN,NaN,0.233,0,314.09,NaN
48.262,6007.902,-73.543,3.985e4,241.842,NaN,NaN,NaN,NaN,0.235,0,322.116,NaN
48.762,5970.919,-74.387,3.985e4,241.842,NaN,NaN,NaN,NaN,0.237,0,329.38,NaN
49.262,5933.541,-75.128,3.985e4,241.842,NaN,NaN,NaN,NaN,0.239,0,337.243,NaN
49.762,5895.815,-75.776,3.985e4,241.842,NaN,NaN,NaN,NaN,0.241,0,343.973,NaN
50.262,5857.785,-76.344,3.985e4,241.842,NaN,NaN,NaN,NaN,0.242,0,349.676,NaN
50.762,5819.49,-76.836,3.985e4,241.842,NaN,NaN,NaN,NaN,0.244,0,355.276,NaN
51.262,5780.967,-77.256,3.985e4,241.842,NaN,NaN,NaN,NaN,0.245,0,360.667,NaN
51.762,5742.248,-77.618,3.985e4,241.842,NaN,NaN,NaN,NaN,0.246,0,364.704,NaN
52.262,5703.363,-77.922,3.985e4,241.842,NaN,NaN,NaN,NaN,0.246,0,368.973,NaN
52.762,5664.338,-78.177,3.985e4,241.842,NaN,NaN,NaN,NaN,0.247,0,372.629,NaN
53.262,5625.198,-78.384,3.985e4,241.842,NaN,NaN,NaN,NaN,0.247,0,376,NaN
53.762,5585.964,-78.551,3.985e4,241.842,NaN,NaN,NaN,NaN,0.248,0,378.9,NaN
54.262,5546.656,-78.682,3.985e4,241.842,NaN,NaN,NaN,NaN,0.248,0,381.5,NaN
54.762,5507.291,-78.778,3.985e4,241.842,NaN,NaN,NaN,NaN,0.248,0,384.04,NaN
55.262,5467.886,-78.844,3.985e4,241.842,NaN,NaN,NaN,NaN,0.248,0,386.276,NaN
55.762,5428.454,-78.881,3.985e4,241.842,NaN,NaN,NaN,NaN,0.248,0,388.642,NaN
56.262,5389.01,-78.896,3.985e4,241.842,NaN,NaN,NaN,NaN,0.248,0,390.123,NaN
56.762,5349.564,-78.889,3.985e4,241.842,NaN,NaN,NaN,NaN,0.248,0,391.883,NaN
57.262,5310.126,-78.863,3.985e4,241.842,NaN,NaN,NaN,NaN,0.248,0,393.261,NaN
57.762,5270.705,-78.82,3.985e4,241.842,NaN,NaN,NaN,NaN,0.247,0,394.63,NaN
58.262,5231.309,-78.765,3.985e4,241.842,NaN,NaN,NaN,NaN,0.247,0,395.305,NaN
58.762,5191.943,-78.699,3.985e4,241.842,NaN,NaN,NaN,NaN,0.247,0,396.087,NaN
59.262,5152.613,-78.621,3.985e4,241.842,NaN,NaN,NaN,NaN,0.246,0,397.026,NaN
59.762,5113.325,-78.531,3.985e4,241.842,NaN,NaN,NaN,NaN,0.246,0,397.906,NaN
60.262,5074.084,-78.432,3.985e4,241.842,NaN,NaN,NaN,NaN,0.246,0,398.666,NaN
60.762,5034.895,-78.325,3.985e4,241.842,NaN,NaN,NaN,NaN,0.245,0,399.198,NaN
61.262,4995.761,-78.213,3.985e4,241.842,NaN,NaN,NaN,NaN,0.244,0,399.366,NaN
61.762,4956.684,-78.093,3.985e4,241.842,NaN,NaN,NaN,NaN,0.244,0,400.019,NaN
62.262,4917.668,-77.969,3.985e4,241.842,NaN,NaN,NaN,NaN,0.243,0,400.393,NaN
62.762,4878.716,-77.839,3.985e4,241.842,NaN,NaN,NaN,NaN,0.243,0,400.897,NaN
63.262,4839.83,-77.706,3.985e4,241.842,NaN,NaN,NaN,NaN,0.242,0,401.08,NaN
63.762,4801.011,-77.571,3.985e4,241.842,NaN,NaN,NaN,NaN,0.242,0,401.188,NaN
64.262,4762.26,-77.433,3.985e4,241.842,NaN,NaN,NaN,NaN,0.241,0,401.387,NaN
64.762,4723.579,-77.293,3.985e4,241.842,NaN,NaN,NaN,NaN,0.241,0,401.61,NaN
65.262,4684.968,-77.15,3.985e4,241.842,NaN,NaN,NaN,NaN,0.24,0,401.753,NaN
65.762,4646.429,-77.007,3.985e4,241.842,NaN,NaN,NaN,NaN,0.24,0,401.809,NaN
66.262,4607.961,-76.862,3.985e4,241.842,NaN,NaN,NaN,NaN,0.239,0,401.91,NaN
66.762,4569.568,-76.714,3.985e4,241.842,NaN,NaN,NaN,NaN,0.238,0,402.117,NaN
67.262,4531.248,-76.565,3.985e4,241.842,NaN,NaN,NaN,NaN,0.238,0,402.299,NaN
67.762,4493.003,-76.415,3.985e4,241.842,NaN,NaN,NaN,NaN,0.237,0,402.349,NaN
68.262,4454.833,-76.264,3.985e4,241.842,NaN,NaN,NaN,NaN,0.237,0,402.352,NaN
68.762,4416.739,-76.114,3.985e4,241.842,NaN,NaN,NaN,NaN,0.236,0,402.377,NaN
69.262,4378.719,-75.963,3.985e4,241.842,NaN,NaN,NaN,NaN,0.236,0,402.344,NaN
69.762,4340.776,-75.813,3.985e4,241.842,NaN,NaN,NaN,NaN,0.235,0,402.351,NaN
70.262,4302.907,-75.661,3.985e4,241.842,NaN,NaN,NaN,NaN,0.234,0,402.474,NaN
70.762,4265.114,-75.511,3.985e4,241.842,NaN,NaN,NaN,NaN,0.234,0,402.487,NaN
71.262,4227.396,-75.361,3.985e4,241.842,NaN,NaN,NaN,NaN,0.233,0,402.303,NaN
71.762,4189.753,-75.212,3.985e4,241.842,NaN,NaN,NaN,NaN,0.233,0,402.265,NaN
72.262,4152.184,-75.064,3.985e4,241.842,NaN,NaN,NaN,NaN,0.232,0,402.225,NaN
72.762,4114.689,-74.915,3.985e4,241.842,NaN,NaN,NaN,NaN,0.232,0,402.21,NaN
73.262,4077.268,-74.767,3.985e4,241.842,NaN,NaN,NaN,NaN,0.231,0,402.216,NaN
73.762,4039.922,-74.618,3.985e4,241.842,NaN,NaN,NaN,NaN,0.23,0,402.201,NaN
74.262,4002.65,-74.47,3.985e4,241.842,NaN,NaN,NaN,NaN,0.23,0,402.216,NaN
74.762,3965.452,-74.322,3.985e4,241.842,NaN,NaN,NaN,NaN,0.229,0,402.166,NaN
75.262,3928.328,-74.175,3.985e4,241.842,NaN,NaN,NaN,NaN,0.229,0,402.116,NaN
75.762,3891.278,-74.028,3.985e4,241.842,NaN,NaN,NaN,NaN,0.228,0,402.09,NaN
76.262,3854.3,-73.882,3.985e4,241.842,NaN,NaN,NaN,NaN,0.228,0,402.013,NaN
76.762,3817.395,-73.737,3.985e4,241.842,NaN,NaN,NaN,NaN,0.227,0,402.001,NaN
77.262,3780.563,-73.593,3.985e4,241.842,NaN,NaN,NaN,NaN,0.226,0,401.904,NaN
77.762,3743.802,-73.449,3.985e4,241.842,NaN,NaN,NaN,NaN,0.226,0,401.798,NaN
78.262,3707.113,-73.307,3.985e4,241.842,NaN,NaN,NaN,NaN,0.225,0,401.722,NaN
78.762,3670.495,-73.166,3.985e4,241.842,NaN,NaN,NaN,NaN,0.225,0,401.646,NaN
79.262,3633.947,-73.025,3.985e4,241.842,NaN,NaN,NaN,NaN,0.224,0,401.656,NaN
79.762,3597.47,-72.884,3.985e4,241.842,NaN,NaN,NaN,NaN,0.224,0,401.669,NaN
80.262,3561.063,-72.743,3.985e4,241.842,NaN,NaN,NaN,NaN,0.223,0,401.653,NaN
80.762,3524.726,-72.602,3.985e4,241.842,NaN,NaN,NaN,NaN,0.223,0,401.705,NaN
81.262,3488.46,-72.462,3.985e4,241.842,NaN,NaN,NaN,NaN,0.222,0,401.589,NaN
81.762,3452.264,-72.323,3.985e4,241.842,NaN,NaN,NaN,NaN,0.222,0,401.53,NaN
82.262,3416.137,-72.184,3.985e4,241.842,NaN,NaN,NaN,NaN,0.221,0,401.502,NaN
82.762,3380.079,-72.047,3.985e4,241.842,NaN,NaN,NaN,NaN,0.221,0,401.42,NaN
83.262,3344.09,-71.91,3.985e4,241.842,NaN,NaN,NaN,NaN,0.22,0,401.357,NaN
83.762,3308.169,-71.774,3.985e4,241.842,NaN,NaN,NaN,NaN,0.219,0,401.291,NaN
84.262,3272.316,-71.639,3.985e4,241.842,NaN,NaN,NaN,NaN,0.219,0,401.22,NaN
84.762,3236.531,-71.504,3.985e4,241.842,NaN,NaN,NaN,NaN,0.218,0,401.145,NaN
85.262,3200.812,-71.371,3.985e4,241.842,NaN,NaN,NaN,NaN,0.218,0,401.071,NaN
85.762,3165.159,-71.239,3.985e4,241.842,NaN,NaN,NaN,NaN,0.217,0,401.023,NaN
86.262,3129.573,-71.107,3.985e4,241.842,NaN,NaN,NaN,NaN,0.217,0,401.016,NaN
86.762,3094.052,-70.975,3.985e4,241.842,NaN,NaN,NaN,NaN,0.216,0,401.014,NaN
87.262,3058.598,-70.842,3.985e4,241.842,NaN,NaN,NaN,NaN,0.216,0,401.022,NaN
87.762,3023.21,-70.711,3.985e4,241.842,NaN,NaN,NaN,NaN,0.215,0,400.967,NaN
88.262,2987.887,-70.58,3.985e4,241.842,NaN,NaN,NaN,NaN,0.215,0,400.933,NaN
88.762,2952.63,-70.449,3.985e4,241.842,NaN,NaN,NaN,NaN,0.214,0,400.89,NaN
89.262,2917.437,-70.32,3.985e4,241.842,NaN,NaN,NaN,NaN,0.214,0,400.856,NaN
89.762,2882.31,-70.191,3.985e4,241.842,NaN,NaN,NaN,NaN,0.213,0,400.783,NaN
90.262,2847.247,-70.062,3.985e4,241.842,NaN,NaN,NaN,NaN,0.213,0,400.732,NaN
90.762,2812.247,-69.935,3.985e4,241.842,NaN,NaN,NaN,NaN,0.213,0,400.661,NaN
91.262,2777.311,-69.808,3.985e4,241.842,NaN,NaN,NaN,NaN,0.212,0,400.597,NaN
91.762,2742.439,-69.683,3.985e4,241.842,NaN,NaN,NaN,NaN,0.212,0,400.53,NaN
92.262,2707.628,-69.558,3.985e4,241.842,NaN,NaN,NaN,NaN,0.211,0,400.461,NaN
92.762,2672.88,-69.434,3.985e4,241.842,NaN,NaN,NaN,NaN,0.211,0,400.395,NaN
93.262,2638.194,-69.311,3.985e4,241.842,NaN,NaN,NaN,NaN,0.21,0,400.398,NaN
93.762,2603.57,-69.187,3.985e4,241.842,NaN,NaN,NaN,NaN,0.21,0,400.397,NaN
94.262,2569.007,-69.063,3.985e4,241.842,NaN,NaN,NaN,NaN,0.209,0,400.387,NaN
94.762,2534.506,-68.94,3.985e4,241.842,NaN,NaN,NaN,NaN,0.209,0,400.375,NaN
95.262,2500.067,-68.817,3.985e4,241.842,NaN,NaN,NaN,NaN,0.208,0,400.36,NaN
95.762,2465.689,-68.695,3.985e4,241.842,NaN,NaN,NaN,NaN,0.208,0,400.314,NaN
96.262,2431.372,-68.573,3.985e4,241.842,NaN,NaN,NaN,NaN,0.207,0,400.255,NaN
96.762,2397.116,-68.452,3.985e4,241.842,NaN,NaN,NaN,NaN,0.207,0,400.219,NaN
97.262,2362.92,-68.332,3.985e4,241.842,NaN,NaN,NaN,NaN,0.206,0,400.154,NaN
97.762,2328.784,-68.212,3.985e4,241.842,NaN,NaN,NaN,NaN,0.206,0,400.112,NaN
98.262,2294.708,-68.093,3.985e4,241.842,NaN,NaN,NaN,NaN,0.206,0,400.069,NaN
98.762,2260.691,-67.975,3.985e4,241.842,NaN,NaN,NaN,NaN,0.205,0,400.031,NaN
99.262,2226.733,-67.858,3.985e4,241.842,NaN,NaN,NaN,NaN,0.205,0,399.913,NaN
99.762,2192.833,-67.741,3.985e4,241.842,NaN,NaN,NaN,NaN,0.204,0,399.86,NaN
100.262,2158.992,-67.625,3.985e4,241.842,NaN,NaN,NaN,NaN,0.204,0,399.835,NaN
100.762,2125.208,-67.51,3.985e4,241.842,NaN,NaN,NaN,NaN,0.203,0,399.827,NaN
101.262,2091.482,-67.394,3.985e4,241.842,NaN,NaN,NaN,NaN,0.203,0,399.823,NaN
101.762,2057.814,-67.278,3.985e4,241.842,NaN,NaN,NaN,NaN,0.202,0,399.816,NaN
102.262,2024.204,-67.163,3.985e4,241.842,NaN,NaN,NaN,NaN,0.202,0,399.809,NaN
102.762,1990.651,-67.048,3.985e4,241.842,NaN,NaN,NaN,NaN,0.202,0,399.774,NaN
103.262,1957.155,-66.934,3.985e4,241.842,NaN,NaN,NaN,NaN,0.201,0,399.729,NaN
103.762,1923.717,-66.82,3.985e4,241.842,NaN,NaN,NaN,NaN,0.201,0,399.733,NaN
104.262,1890.336,-66.706,3.985e4,241.842,NaN,NaN,NaN,NaN,0.2,0,399.651,NaN
104.762,1857.011,-66.594,3.985e4,241.842,NaN,NaN,NaN,NaN,0.2,0,399.596,NaN
105.262,1823.742,-66.482,3.985e4,241.842,NaN,NaN,NaN,NaN,0.2,0,399.549,NaN
105.762,1790.529,-66.371,3.985e4,241.842,NaN,NaN,NaN,NaN,0.199,0,399.49,NaN
