# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s),MaxQ (mbar)
36.414,1597.959,-25.197,0.032,25.197,0.036,424.165,0.428,424.166,0.058,0.058,0.017,36,-85.995,9.792,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.076,3.89e6,0,257.321,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,0.852,777.956,331.815,0.5,0.424,NaN
36.914,1585.365,-25.181,0.032,25.181,0.034,424.135,0.428,424.135,0.058,0.065,0.013,36,-85.995,9.792,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.076,3.891e6,0,257.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,0.934,779.169,331.865,0.5,0.424,NaN
37.414,1572.778,-25.165,0.032,25.165,0.033,424.101,0.428,424.101,0.058,0.07,0.011,36,-85.995,9.792,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.076,3.893e6,0,257.319,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,1.016,780.381,331.915,0.5,0.424,NaN
37.914,1560.2,-25.149,0.032,25.149,0.033,424.065,0.428,424.065,0.058,0.074,0.009,36,-85.995,9.792,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.076,3.894e6,0,257.318,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,1.098,781.593,331.964,0.5,0.424,NaN
38.414,1547.629,-25.133,0.031,25.133,0.032,424.027,0.428,424.027,0.058,0.078,0.007,36,-85.995,9.792,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.076,3.896e6,0,257.317,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,1.18,782.804,332.014,0.5,0.424,NaN
38.914,1535.066,-25.118,0.031,25.118,0.032,423.987,0.428,423.988,0.058,0.081,0.006,36,-85.995,9.792,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.076,3.897e6,0,257.315,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,1.261,784.014,332.063,0.5,0.424,NaN
39.414,1522.511,-25.102,0.031,25.102,0.032,423.947,0.428,423.947,0.058,0.083,0.005,36,-85.995,9.792,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.076,3.899e6,0,257.314,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,1.343,785.223,332.113,0.5,0.424,NaN
39.914,1509.964,-25.087,0.031,25.087,0.031,423.905,0.428,423.905,0.058,0.085,0.004,36,-85.995,9.792,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.076,3.9e6,0,257.313,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,1.425,786.431,332.162,0.5,0.425,NaN
40.414,1497.425,-25.071,0.031,25.071,0.031,423.862,0.428,423.862,0.058,0.086,0.003,36,-85.995,9.792,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.076,3.902e6,0,257.311,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,1.506,787.639,332.212,0.5,0.425,NaN
40.914,1484.893,-25.055,0.031,25.055,0.031,423.818,0.428,423.819,0.058,0.088,0.002,36,-85.995,9.792,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.075,3.903e6,0,257.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,1.588,788.846,332.261,0.5,0.425,NaN
41.414,1472.369,-25.04,0.031,25.04,0.031,423.774,0.428,423.775,0.058,0.088,0.002,36,-85.995,9.792,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.075,3.905e6,0,257.308,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,1.669,790.052,332.31,0.5,0.425,NaN
41.914,1459.853,-25.025,0.031,25.025,0.031,423.73,0.428,423.73,0.058,0.089,0.002,36,-85.995,9.792,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.075,3.906e6,0,257.307,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,1.751,791.258,332.36,0.5,0.425,NaN
42.414,1447.345,-25.009,0.031,25.009,0.031,423.685,0.428,423.685,0.058,0.09,0.001,36,-85.995,9.792,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.075,3.908e6,0,257.305,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,1.832,792.462,332.409,0.5,0.425,NaN
42.914,1434.844,-24.994,0.031,24.994,0.031,423.64,0.428,423.64,0.058,0.09,0.001,36,-85.995,9.792,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.075,3.909e6,0,257.304,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,1.913,793.666,332.458,0.5,0.425,NaN
43.414,1422.351,-24.979,0.031,24.979,0.031,423.595,0.428,423.595,0.058,0.091,8.188e-4,36,-85.995,9.792,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.075,3.911e6,0,257.302,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,1.994,794.87,332.508,0.5,0.426,NaN
43.914,1409.865,-24.963,0.031,24.963,0.031,423.549,0.428,423.549,0.058,0.091,6.622e-4,36,-85.995,9.792,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.075,3.912e6,0,257.319,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,2.076,796.13,332.557,0.5,0.426,NaN
44.414,1397.388,-24.947,0.032,24.947,0.032,423.504,0.428,423.504,0.058,0.091,5.361e-4,36,-85.995,9.792,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.075,3.914e6,0,257.331,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,2.157,797.394,332.606,0.5,0.426,NaN
44.914,1384.918,-24.931,0.032,24.931,0.032,423.458,0.428,423.458,0.058,0.092,4.347e-4,36,-85.995,9.792,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.075,3.916e6,0,257.337,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,2.238,798.656,332.655,0.5,0.426,NaN
45.414,1372.456,-24.916,0.032,24.916,0.032,423.412,0.428,423.412,0.058,0.092,3.531e-4,36,-85.995,9.792,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.075,3.917e6,0,257.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,2.319,799.919,332.704,0.5,0.427,NaN
45.914,1360.002,-24.9,0.032,24.9,0.032,423.366,0.428,423.366,0.058,0.092,2.875e-4,36,-85.995,9.792,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.075,3.919e6,0,257.341,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,2.4,801.18,332.753,0.5,0.427,NaN
46.414,1347.557,-24.884,0.032,24.884,0.032,423.32,0.428,423.32,0.058,0.092,2.347e-4,36,-85.995,9.792,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.075,3.92e6,0,257.341,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,2.481,802.44,332.802,0.5,0.427,NaN
46.914,1335.119,-24.868,0.032,24.868,0.032,423.274,0.428,423.274,0.058,0.092,1.923e-4,36,-85.995,9.792,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.075,3.922e6,0,257.341,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,2.562,803.7,332.851,0.5,0.427,NaN
47.414,1322.689,-24.852,0.032,24.852,0.032,423.228,0.428,423.228,0.058,0.092,1.582e-4,36,-85.995,9.792,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.075,3.924e6,0,257.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,2.643,804.959,332.9,0.5,0.428,NaN
47.914,1310.267,-24.836,0.032,24.836,0.032,423.182,0.428,423.182,0.058,0.092,1.307e-4,36,-85.995,9.792,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.075,3.925e6,0,257.338,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,2.723,806.217,332.949,0.5,0.428,NaN
48.414,1297.853,-24.82,0.031,24.82,0.031,423.135,0.428,423.136,0.058,0.092,1.087e-4,36,-85.995,9.792,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.075,3.927e6,0,257.337,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,2.804,807.474,332.998,0.5,0.428,NaN
48.914,1285.446,-24.805,0.031,24.805,0.031,423.089,0.428,423.089,0.058,0.092,9.093e-5,36,-85.995,9.792,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.075,3.928e6,0,257.336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,2.885,808.731,333.047,0.5,0.428,NaN
49.414,1273.048,-24.789,0.031,24.789,0.031,423.043,0.428,423.043,0.058,0.092,7.667e-5,36,-85.995,9.792,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.074,3.93e6,0,257.334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,2.966,809.987,333.096,0.5,0.429,NaN
49.914,1260.657,-24.774,0.031,24.774,0.031,422.997,0.428,422.997,0.058,0.092,6.52e-5,36,-85.995,9.793,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.074,3.931e6,0,257.333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,3.046,811.242,333.145,0.5,0.429,NaN
50.414,1248.274,-24.758,0.031,24.758,0.031,422.951,0.428,422.951,0.058,0.093,5.598e-5,36,-85.995,9.793,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.074,3.933e6,0,257.331,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,3.127,812.496,333.194,0.5,0.429,NaN
50.914,1235.899,-24.742,0.031,24.742,0.031,422.904,0.428,422.905,0.058,0.093,4.856e-5,36,-85.995,9.793,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.074,3.935e6,0,257.33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,3.207,813.749,333.242,0.5,0.429,NaN
51.414,1223.532,-24.727,0.031,24.727,0.031,422.858,0.428,422.858,0.058,0.093,4.259e-5,36,-85.995,9.793,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.074,3.936e6,0,257.328,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,3.288,815.002,333.291,0.5,0.43,NaN
51.914,1211.172,-24.712,0.031,24.712,0.031,422.812,0.428,422.812,0.058,0.093,3.779e-5,36,-85.995,9.793,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.074,3.938e6,0,257.327,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,3.368,816.253,333.34,0.5,0.43,NaN
52.414,1198.82,-24.696,0.031,24.696,0.031,422.765,0.428,422.766,0.058,0.093,3.392e-5,36,-85.995,9.793,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.074,3.939e6,0,257.325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,3.448,817.504,333.389,0.5,0.43,NaN
52.914,1186.476,-24.681,0.031,24.681,0.031,422.719,0.428,422.719,0.058,0.093,3.081e-5,36,-85.995,9.793,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.074,3.941e6,0,257.324,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,3.529,818.755,333.437,0.5,0.43,NaN
53.414,1174.139,-24.666,0.031,24.666,0.031,422.673,0.428,422.673,0.058,0.093,2.829e-5,36,-85.995,9.793,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.074,3.942e6,0,257.322,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,3.609,820.004,333.486,0.5,0.43,NaN
53.914,1161.81,-24.65,0.03,24.65,0.03,422.627,0.428,422.627,0.058,0.093,2.626e-5,36,-85.995,9.793,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.074,3.944e6,0,257.321,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,3.689,821.253,333.534,0.5,0.431,NaN
54.414,1149.489,-24.635,0.03,24.635,0.03,422.58,0.428,422.58,0.058,0.093,2.462e-5,36,-85.995,9.793,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.074,3.945e6,0,257.319,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,3.769,822.501,333.583,0.5,0.431,NaN
54.914,1137.175,-24.62,0.03,24.62,0.03,422.534,0.428,422.534,0.058,0.093,2.33e-5,36,-85.995,9.793,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.074,3.947e6,0,257.318,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,3.849,823.748,333.632,0.5,0.431,NaN
55.414,1124.869,-24.605,0.03,24.605,0.03,422.488,0.428,422.488,0.058,0.093,2.222e-5,36,-85.995,9.793,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.074,3.948e6,0,257.316,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,3.929,824.994,333.68,0.5,0.432,NaN
55.914,1112.57,-24.59,0.03,24.59,0.03,422.441,0.428,422.441,0.058,0.093,2.134e-5,36,-85.995,9.793,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.074,3.95e6,0,257.315,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,4.009,826.24,333.729,0.5,0.432,NaN
56.414,1100.278,-24.575,0.03,24.575,0.03,422.395,0.428,422.395,0.058,0.093,2.062e-5,36,-85.995,9.793,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.074,3.951e6,0,257.314,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,4.089,827.485,333.777,0.5,0.432,NaN
56.914,1087.995,-24.56,0.03,24.56,0.03,422.349,0.428,422.349,0.058,0.093,2.004e-5,36,-85.995,9.793,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.074,3.953e6,0,257.312,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,4.169,828.729,333.825,0.5,0.432,NaN
57.414,1075.718,-24.545,0.03,24.545,0.03,422.302,0.428,422.302,0.058,0.093,1.955e-5,36,-85.995,9.793,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.074,3.954e6,0,257.311,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,4.249,829.972,333.874,0.5,0.432,NaN
57.914,1063.449,-24.53,0.03,24.53,0.03,422.256,0.428,422.256,0.058,0.093,1.916e-5,36,-85.995,9.793,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.074,3.956e6,0,257.309,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,4.329,831.214,333.922,0.5,0.433,NaN
58.414,1051.188,-24.516,0.03,24.516,0.03,422.209,0.428,422.21,0.058,0.093,1.882e-5,36,-85.995,9.793,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.073,3.957e6,0,257.308,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,4.408,832.456,333.97,0.5,0.433,NaN
58.914,1038.934,-24.501,0.03,24.501,0.03,422.163,0.428,422.163,0.058,0.093,1.854e-5,36,-85.995,9.793,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.073,3.959e6,0,257.307,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,4.488,833.697,334.019,0.5,0.433,NaN
59.414,1026.687,-24.486,0.029,24.486,0.029,422.117,0.428,422.117,0.058,0.093,1.831e-5,36,-85.995,9.793,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.073,3.96e6,0,257.305,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,4.568,834.938,334.067,0.5,0.433,NaN
59.914,1014.448,-24.471,0.029,24.471,0.029,422.07,0.428,422.071,0.058,0.093,1.811e-5,36,-85.995,9.793,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.073,3.962e6,0,257.304,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,4.647,836.177,334.115,0.5,0.433,NaN
60.414,1002.216,-24.457,0.029,24.457,0.029,422.024,0.428,422.024,0.058,0.093,1.793e-5,36,-85.995,9.793,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.073,3.963e6,0,257.303,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,4.727,837.416,334.163,0.5,0.434,NaN
60.914,989.991,-24.442,0.029,24.442,0.029,421.978,0.428,421.978,0.058,0.093,1.778e-5,36,-85.995,9.793,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.073,3.965e6,0,257.301,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,4.807,838.654,334.212,0.5,0.434,NaN
61.414,977.774,-24.428,0.029,24.428,0.029,421.931,0.428,421.931,0.058,0.093,1.765e-5,36,-85.995,9.793,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.073,3.966e6,0,257.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,4.886,839.891,334.26,0.5,0.434,NaN
61.914,965.564,-24.413,0.029,24.413,0.029,421.885,0.428,421.885,0.058,0.093,1.753e-5,36,-85.995,9.793,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.073,3.968e6,0,257.299,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,4.965,841.128,334.308,0.5,0.434,NaN
62.414,953.361,-24.399,0.029,24.399,0.029,421.838,0.428,421.839,0.058,0.093,1.742e-5,36,-85.995,9.793,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.073,3.969e6,0,257.298,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,5.045,842.364,334.356,0.5,0.434,NaN
62.914,941.165,-24.384,0.029,24.384,0.029,421.792,0.428,421.792,0.058,0.093,1.733e-5,36,-85.995,9.794,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.073,3.97e6,0,257.296,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,5.124,843.599,334.404,0.5,0.435,NaN
63.414,928.976,-24.37,0.029,24.37,0.029,421.746,0.428,421.746,0.058,0.093,1.724e-5,36,-85.995,9.794,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.073,3.972e6,0,257.295,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,5.203,844.833,334.452,0.5,0.435,NaN
63.914,916.795,-24.355,0.029,24.355,0.029,421.699,0.428,421.699,0.058,0.093,1.724e-5,36,-85.995,9.794,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.073,3.973e6,0,257.302,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,5.283,846.093,334.5,0.5,0.435,NaN
64.414,904.621,-24.341,0.029,24.341,0.029,421.653,0.428,421.653,0.058,0.093,1.736e-5,36,-85.995,9.794,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.073,3.975e6,0,257.316,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,5.362,847.389,334.548,0.5,0.435,NaN
64.914,892.454,-24.326,0.03,24.326,0.03,421.606,0.428,421.606,0.058,0.093,1.744e-5,36,-85.995,9.794,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.073,3.977e6,0,257.325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,5.441,848.684,334.596,0.5,0.435,NaN
65.414,880.295,-24.311,0.03,24.311,0.03,421.56,0.428,421.56,0.058,0.093,1.749e-5,36,-85.995,9.794,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.073,3.978e6,0,257.329,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,5.52,849.978,334.644,0.5,0.435,NaN
