# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
2.323,272.113,226.504,89.709,226.504,89.709,0.223,1.166e-4,0.223,0.03,0.263,0.158,28.61,-80.6,9.791,0.007,0,0.136,0.006,7.057e4,2.751e4,54.274,0.55,298.941,256.665,2.08,0.668,5.875e7,7429.735,408.091,0.411,0.411,0.216,0.038,0.156,0.001,0.002,2.226e-4,0,0,0,0,8.679e-7,0.029,20.32,324.293,89.902,0.195,0.1,13.231,981.336,339.317,0.05,0.147
2.373,283.55,230.974,89.366,230.974,89.366,0.236,1.314e-4,0.236,0.032,0.27,0.126,28.61,-80.6,9.791,8.046e-4,0,-0.128,0.063,7.04e4,2.734e4,54.23,0.549,300.592,256.726,2.159,0.681,5.985e7,7407.448,427.194,0.414,0.414,0.216,0.04,0.158,1.495e-4,3.432e-4,9.01e-5,0,0,0,0,-7.457e-7,0.03,20.32,324.293,89.909,0.249,0.1,13.157,979.994,339.272,0.05,0.149
2.423,295.21,235.426,89.013,235.426,89.013,0.25,1.5e-4,0.25,0.034,0.276,0.096,28.61,-80.6,9.791,0.007,0,-0.126,0.005,7.022e4,2.716e4,54.187,0.548,299.481,256.786,2.101,0.694,6.095e7,7385.184,446.881,0.417,0.417,0.216,0.041,0.161,0.001,0.003,-1.292e-6,0,0,0,0,-6.9e-7,0.03,20.32,324.293,89.916,0.251,0.1,13.081,978.627,339.226,0.05,0.151
2.473,307.092,239.86,88.649,239.86,88.649,0.264,1.718e-4,0.264,0.037,0.28,0.071,28.61,-80.6,9.791,0.012,3.122e-7,-0.079,-0.001,7.005e4,2.699e4,54.144,0.547,299.508,256.844,2.1,0.707,6.204e7,7362.933,467.25,0.421,0.421,0.215,0.043,0.163,0.002,0.005,2.991e-4,0,0,0,0,-2.582e-7,0.031,20.32,324.293,89.921,0.159,0.1,13.004,977.233,339.179,0.05,0.153
2.523,319.195,244.276,88.272,244.276,88.272,0.278,1.953e-4,0.278,0.04,0.283,0.059,28.61,-80.6,9.791,0.014,0,-0.029,-0.002,6.988e4,2.682e4,54.099,0.546,299.632,256.931,2.101,0.72,6.312e7,7340.701,488.32,0.425,0.425,0.215,0.045,0.165,0.002,0.005,2.972e-4,0,0,0,0,-3.373e-8,0.031,20.32,324.293,89.924,0.099,0.1,12.925,975.814,339.132,0.05,0.155
2.573,331.519,248.672,87.909,248.672,87.909,0.292,2.196e-4,0.292,0.043,0.286,0.06,28.61,-80.6,9.791,0.013,0,0.044,0.002,6.968e4,2.662e4,54.049,0.545,299.826,257.005,2.107,0.733,6.42e7,7317.524,510.048,0.429,0.429,0.214,0.047,0.167,0.002,0.005,-1.655e-4,0,0,0,0,7.386e-8,0.032,20.32,324.293,89.924,0.108,0.1,12.845,974.368,339.083,0.05,0.157
2.623,344.062,253.048,87.49,253.048,87.49,0.306,2.45e-4,0.306,0.046,0.289,0.077,28.61,-80.6,9.791,0.008,0,0.097,0.004,6.951e4,2.645e4,54.006,0.544,299.933,257.06,2.11,0.746,6.526e7,7294.072,532.468,0.433,0.433,0.214,0.05,0.169,0.001,0.004,1.176e-4,0,0,0,0,3.52e-7,0.032,20.32,324.293,89.92,0.094,0.1,12.764,972.897,339.034,0.05,0.159
2.673,356.823,257.404,87.072,257.404,87.072,0.321,2.712e-4,0.321,0.048,0.294,0.105,28.61,-80.6,9.791,0.002,3.472e-7,0.12,0.007,6.933e4,2.628e4,53.964,0.543,300.15,257.114,2.118,0.759,6.632e7,7271.897,555.903,0.437,0.437,0.213,0.052,0.171,3.868e-4,9.446e-4,-2.494e-5,0,0,0,0,5.251e-7,0.033,20.32,324.293,89.915,0.06,0.1,12.681,971.401,338.983,0.05,0.161
2.723,369.802,261.738,86.639,261.738,86.639,0.336,2.975e-4,0.336,0.051,0.3,0.134,28.61,-80.6,9.791,0.004,0,-0.117,3.467e-4,6.916e4,2.61e4,53.923,0.543,300.526,257.167,2.134,0.772,6.736e7,7249.732,580.239,0.442,0.442,0.213,0.055,0.174,7.01e-4,0.001,-3.479e-5,0,0,0,0,-4.784e-7,0.034,20.32,324.293,89.908,-0.079,0.1,12.596,969.878,338.932,0.05,0.163
2.773,382.997,266.05,86.191,266.05,86.191,0.351,3.214e-4,0.351,0.052,0.307,0.159,28.61,-80.6,9.791,0.009,0,-0.074,0.003,6.899e4,2.593e4,53.878,0.542,300.702,257.255,2.138,0.785,6.84e7,7227.592,605.416,0.447,0.447,0.213,0.058,0.176,0.002,0.004,1.195e-5,0,0,0,0,-1.869e-7,0.034,20.32,324.293,89.903,-0.218,0.1,12.511,968.331,338.88,0.05,0.165
2.823,396.406,270.339,85.727,270.339,85.727,0.367,3.397e-4,0.367,0.053,0.316,0.171,28.61,-80.6,9.791,0.011,0,-0.02,0.007,6.882e4,2.576e4,53.837,0.541,300.82,257.306,2.141,0.798,6.943e7,7205.47,631.492,0.452,0.452,0.212,0.062,0.178,0.002,0.004,4.94e-4,0,0,0,0,-1.278e-8,0.035,20.32,324.293,89.901,-0.24,0.1,12.423,966.758,338.827,0.05,0.167
2.873,410.03,274.605,85.234,274.605,85.234,0.383,3.516e-4,0.383,0.053,0.324,0.166,28.61,-80.6,9.791,0.01,0,0.037,0.002,6.866e4,2.56e4,53.796,0.54,300.949,257.355,2.145,0.811,7.045e7,7183.36,659.384,0.458,0.458,0.212,0.066,0.181,0.002,0.004,-3.674e-5,0,0,0,0,4.418e-8,0.035,20.32,324.293,89.902,-0.225,0.1,12.335,965.16,338.774,0.05,0.169
2.923,423.866,278.845,84.72,278.845,84.72,0.399,3.58e-4,0.399,0.051,0.332,0.145,28.61,-80.6,9.791,0.006,0,0.087,-0.004,6.849e4,2.543e4,53.755,0.539,301.161,257.404,2.153,0.823,7.145e7,7161.27,688.548,0.464,0.464,0.211,0.07,0.183,0.001,0.003,-8.171e-5,0,0,0,0,2.365e-7,0.036,20.32,324.293,89.905,-0.17,0.1,12.245,963.538,338.719,0.05,0.171
2.973,437.914,283.059,84.185,283.059,84.185,0.416,3.604e-4,0.416,0.05,0.338,0.113,28.61,-80.6,9.791,7.388e-4,4.294e-7,0.106,-0.027,6.832e4,2.526e4,53.715,0.538,302.307,257.452,2.207,0.836,7.245e7,7139.193,718.925,0.471,0.471,0.211,0.075,0.185,1.399e-4,1.785e-4,3.084e-4,0,0,0,0,3.399e-7,0.036,20.32,324.293,89.91,-0.095,0.1,12.154,961.89,338.664,0.05,0.172
3.023,452.172,287.246,83.627,287.246,83.627,0.433,3.602e-4,0.433,0.048,0.343,0.082,28.61,-80.6,9.791,0.004,0,-0.106,-0.002,6.815e4,2.509e4,53.671,0.537,301.46,257.535,2.162,0.848,7.344e7,7117.133,750.648,0.478,0.478,0.21,0.08,0.188,7.933e-4,0.001,-3.055e-4,0,0,0,0,-3.3e-7,0.037,20.32,324.293,89.916,0.01,0.1,12.061,960.218,338.608,0.05,0.174
3.073,466.638,291.403,83.013,291.403,83.013,0.45,3.601e-4,0.45,0.046,0.347,0.055,28.61,-80.6,9.791,0.008,-4.851e-7,-0.065,0.006,6.798e4,2.492e4,53.631,0.536,301.705,257.58,2.171,0.861,7.441e7,7095.098,785.991,0.487,0.487,0.21,0.088,0.19,0.002,0.003,2.42e-4,0,0,0,0,-1.187e-7,0.037,20.32,324.293,89.921,0.096,0.1,11.967,958.521,338.551,0.05,0.175
3.123,481.311,295.529,82.364,295.529,82.364,0.467,3.627e-4,0.467,0.044,0.349,0.045,28.61,-80.6,9.791,0.009,0,-7.163e-4,-0.005,6.782e4,2.476e4,53.591,0.536,301.876,257.624,2.178,0.873,7.538e7,7073.073,823.495,0.497,0.497,0.209,0.095,0.193,0.002,0.003,-2.791e-5,0,0,0,0,0,0.038,20.32,324.293,89.922,0.253,0.1,11.871,956.8,338.493,0.05,0.177
3.173,496.19,299.621,81.679,299.622,81.679,0.485,3.707e-4,0.485,0.044,0.351,0.056,28.61,-80.6,9.791,0.007,-3.442e-7,0.062,-0.002,6.765e4,2.459e4,53.551,0.535,302.122,257.668,2.188,0.885,7.633e7,7051.071,863.136,0.508,0.508,0.209,0.104,0.195,0.001,0.003,-5.303e-5,0,0,0,0,1.025e-7,0.038,20.32,324.293,89.921,0.369,0.1,11.775,955.055,338.434,0.05,0.179
3.223,511.273,303.679,80.953,303.679,80.953,0.503,3.856e-4,0.503,0.044,0.355,0.083,28.61,-80.6,9.791,0.002,0,0.104,-0.018,6.748e4,2.442e4,53.512,0.534,302.956,257.71,2.227,0.897,7.727e7,7029.084,905.378,0.519,0.519,0.208,0.113,0.197,4.14e-4,7.039e-4,3.143e-4,0,0,0,0,2.83e-7,0.039,20.32,324.293,89.916,0.289,0.1,11.677,953.349,338.375,0.05,0.181
3.273,526.557,307.701,80.33,307.701,80.33,0.52,4.067e-4,0.52,0.045,0.36,0.115,28.61,-80.6,9.791,0.003,-4.207e-7,-0.095,-0.005,6.732e4,2.426e4,53.47,0.533,302.283,257.788,2.19,0.91,7.82e7,7007.114,940.339,0.526,0.526,0.207,0.119,0.2,5.743e-4,0.001,3.878e-4,0,0,0,0,-2.284e-7,0.039,20.32,324.293,89.911,0.139,0.1,11.577,951.641,338.315,0.05,0.183
3.323,542.042,311.694,79.737,311.694,79.737,0.539,4.299e-4,0.539,0.046,0.366,0.139,28.61,-80.6,9.791,0.007,0,-0.064,-0.002,6.715e4,2.409e4,53.431,0.532,302.552,257.828,2.201,0.921,7.912e7,6985.162,973.131,0.531,0.531,0.206,0.123,0.202,0.001,0.003,1.883e-4,0,0,0,0,-1.02e-7,0.04,20.32,324.293,89.907,-0.007,0.1,11.477,949.911,338.254,0.05,0.184
3.373,557.726,315.657,79.132,315.657,79.133,0.557,4.523e-4,0.557,0.047,0.374,0.147,28.61,-80.6,9.791,0.008,0,0.012,-0.006,6.699e4,2.393e4,53.392,0.531,302.833,257.867,2.213,0.933,8.003e7,6963.229,1006.417,0.537,0.537,0.204,0.127,0.205,0.001,0.003,1.226e-4,0,0,0,0,0,0.04,20.32,324.293,89.906,-0.072,0.1,11.375,948.159,338.192,0.05,0.186
3.423,573.607,319.59,78.518,319.59,78.518,0.576,4.72e-4,0.576,0.047,0.381,0.132,28.61,-80.6,9.79,0.006,-3.204e-7,0.07,-0.014,6.682e4,2.376e4,53.353,0.53,303.096,257.906,2.224,0.945,8.093e7,6941.312,1040.186,0.542,0.542,0.203,0.131,0.208,0.001,0.002,-2.753e-4,0,0,0,0,1.158e-7,0.041,20.32,324.293,89.908,-0.152,0.1,11.272,946.385,338.129,0.05,0.188
3.473,589.684,323.49,77.789,323.49,77.789,0.595,4.868e-4,0.595,0.047,0.386,0.1,28.61,-80.6,9.79,0.001,0,0.104,-0.016,6.666e4,2.36e4,53.314,0.53,303.823,257.943,2.258,0.957,8.182e7,6919.412,1081.339,0.551,0.551,0.202,0.139,0.21,2.69e-4,2.747e-4,-3.647e-4,0,0,0,0,2.506e-7,0.041,20.32,324.293,89.913,-0.212,0.1,11.167,944.588,338.066,0.05,0.19
3.523,605.955,327.35,76.973,327.35,76.973,0.615,4.957e-4,0.615,0.046,0.39,0.065,28.61,-80.6,9.79,0.003,-3.97e-7,-0.1,-0.008,6.65e4,2.344e4,53.273,0.529,303.434,258.016,2.235,0.968,8.269e7,6897.525,1128.011,0.562,0.562,0.201,0.149,0.213,6.035e-4,0.001,2.468e-4,0,0,0,0,-2.232e-7,0.042,20.32,324.293,89.918,-0.058,0.1,11.061,942.77,338.002,0.05,0.192
3.573,622.418,331.169,76.142,331.17,76.142,0.634,5.035e-4,0.634,0.045,0.393,0.04,28.61,-80.6,9.79,0.006,0,-0.042,-0.009,6.633e4,2.327e4,53.235,0.528,303.692,258.051,2.246,0.98,8.355e7,6875.663,1175.433,0.573,0.573,0.199,0.158,0.215,0.001,0.003,-3.131e-4,0,0,0,0,-3.937e-8,0.042,20.32,324.293,89.921,0.265,0.1,10.954,940.931,337.937,0.05,0.194
3.623,639.071,334.947,75.296,334.947,75.296,0.654,5.167e-4,0.654,0.045,0.395,0.037,28.61,-80.6,9.79,0.006,0,0.023,0.004,6.617e4,2.311e4,53.197,0.527,304.205,258.085,2.27,0.991,8.439e7,6853.813,1223.556,0.584,0.584,0.198,0.168,0.218,0.001,0.003,6.949e-5,0,0,0,0,1.143e-8,0.043,20.32,324.293,89.922,0.382,0.1,10.846,939.071,337.872,0.05,0.196
3.673,655.912,338.681,74.426,338.681,74.426,0.674,5.391e-4,0.674,0.046,0.397,0.057,28.61,-80.6,9.79,0.003,0,0.083,0.004,6.601e4,2.295e4,53.159,0.526,304.394,258.119,2.277,1.003,8.522e7,6831.983,1272.928,0.595,0.595,0.197,0.179,0.219,5.896e-4,0.002,1.865e-4,0,0,0,0,1.432e-7,0.043,20.32,324.293,89.919,0.219,0.1,10.737,937.189,337.805,0.05,0.197
3.723,672.939,342.371,73.512,342.371,73.512,0.694,5.668e-4,0.694,0.047,0.4,0.089,28.61,-80.6,9.79,0.001,0,-0.084,0.003,6.585e4,2.279e4,53.121,0.525,304.895,258.151,2.3,1.014,8.603e7,6810.173,1324.913,0.607,0.607,0.196,0.195,0.217,2.711e-4,6.986e-4,6.745e-5,0,0,0,0,-1.454e-7,0.044,20.32,324.293,89.915,-0.054,0.1,10.626,935.287,337.738,0.05,0.199
3.773,690.148,346.015,72.645,346.015,72.645,0.714,5.918e-4,0.714,0.048,0.406,0.116,28.61,-80.6,9.79,0.005,-3.827e-7,-0.042,0.004,6.569e4,2.263e4,53.082,0.525,304.864,258.22,2.295,1.025,8.683e7,6788.376,1373.469,0.617,0.617,0.194,0.208,0.214,9.76e-4,0.002,8.217e-5,0,0,0,0,-3.474e-8,0.044,20.32,324.293,89.911,-0.282,0.1,10.514,933.364,337.67,0.05,0.201
3.823,707.539,349.618,71.849,349.619,71.849,0.734,6.069e-4,0.734,0.047,0.412,0.118,28.61,-80.6,9.79,0.005,0,0.022,-0.01,6.553e4,2.247e4,53.044,0.524,304.991,258.25,2.3,1.036,8.761e7,6766.596,1417.124,0.625,0.625,0.193,0.22,0.212,0.001,0.003,-4.872e-4,0,0,0,0,9.485e-9,0.045,20.32,324.293,89.911,-0.434,0.1,10.401,931.421,337.602,0.05,0.203
3.873,725.109,353.183,71.12,353.183,71.12,0.755,6.086e-4,0.755,0.046,0.417,0.098,28.61,-80.6,9.79,0.003,-7.739e-7,0.078,4.303e-4,6.537e4,2.231e4,53.007,0.523,304.843,258.28,2.291,1.046,8.839e7,6744.836,1456.083,0.63,0.63,0.192,0.228,0.21,5.752e-4,0.001,-2.295e-4,0,0,0,0,1.176e-7,0.045,20.32,324.293,89.913,-0.288,0.1,10.287,929.458,337.533,0.05,0.204
3.923,742.857,356.713,70.438,356.713,70.438,0.776,6.028e-4,0.776,0.045,0.421,0.064,28.61,-80.6,9.79,8.981e-4,-5.395e-7,-0.082,0.019,6.521e4,2.215e4,52.97,0.522,306.005,258.308,2.347,1.057,8.914e7,6723.094,1491.799,0.634,0.634,0.191,0.235,0.208,1.81e-4,9.112e-5,-3.173e-4,0,0,0,0,-1.261e-7,0.046,20.32,324.293,89.917,0.128,0.1,10.171,927.475,337.463,0.05,0.206
3.973,760.78,360.21,69.833,360.211,69.833,0.797,6.018e-4,0.797,0.043,0.423,0.031,28.61,-80.6,9.79,0.005,0,-0.07,0.005,6.505e4,2.199e4,52.933,0.521,305.29,258.336,2.311,1.068,8.989e7,6701.364,1522.16,0.636,0.636,0.19,0.24,0.206,8.998e-4,0.002,-4.734e-4,0,0,0,0,-9.004e-8,0.046,20.32,324.293,89.921,0.453,0.1,10.055,925.473,337.392,0.05,0.207
4.023,778.877,363.679,69.258,363.679,69.258,0.818,6.129e-4,0.818,0.043,0.425,0.021,28.61,-80.6,9.79,0.005,-3.338e-7,0.012,0.007,6.489e4,2.183e4,52.894,0.52,305.399,258.4,2.313,1.078,9.062e7,6679.654,1550.44,0.636,0.636,0.188,0.244,0.204,0.001,0.002,-2.643e-4,0,0,0,0,0,0.047,20.32,324.293,89.923,0.435,0.1,9.937,923.451,337.321,0.05,0.209
4.073,797.147,367.12,68.765,367.12,68.765,0.839,6.347e-4,0.839,0.043,0.426,0.038,28.61,-80.6,9.79,0.003,0,0.044,4.731e-4,6.473e4,2.167e4,52.858,0.52,305.481,258.426,2.316,1.089,9.135e7,6657.964,1573.186,0.635,0.635,0.187,0.245,0.202,6.19e-4,0.001,4.53e-4,0,0,0,0,3.418e-8,0.047,20.32,324.293,89.921,0.14,0.1,9.819,921.409,337.249,0.05,0.21
4.123,815.589,370.538,68.29,370.538,68.29,0.861,6.599e-4,0.861,0.044,0.428,0.063,28.61,-80.6,9.79,1.975e-4,0,0.031,0.055,6.457e4,2.151e4,52.821,0.519,303.138,258.451,2.199,1.099,9.206e7,6636.287,1594.62,0.633,0.633,0.186,0.247,0.2,3.559e-5,2.436e-4,3.59e-4,0,0,0,0,1.716e-8,0.047,20.32,324.293,89.918,-0.064,0.1,9.699,919.349,337.176,0.05,0.212
4.173,834.201,373.933,67.876,373.933,67.876,0.882,6.828e-4,0.882,0.044,0.432,0.088,28.61,-80.6,9.79,0.003,0,-0.055,0.007,6.441e4,2.135e4,52.785,0.518,305.347,258.475,2.307,1.109,9.277e7,6614.632,1611.918,0.629,0.629,0.185,0.246,0.198,5.326e-4,0.001,4.485e-4,0,0,0,0,-5.128e-8,0.048,20.32,324.293,89.915,0.044,0.1,9.578,917.27,337.103,0.05,0.214
4.223,852.982,377.308,67.471,377.308,67.471,0.904,7.063e-4,0.904,0.045,0.437,0.102,28.61,-80.6,9.79,0.004,0,0.015,0.016,6.426e4,2.12e4,52.749,0.517,304.962,258.498,2.287,1.12,9.346e7,6592.993,1628.529,0.625,0.625,0.185,0.244,0.196,8.539e-4,0.002,-3.166e-4,0,0,0,0,0,0.048,20.32,324.293,89.914,0.403,0.1,9.456,915.171,337.029,0.05,0.216
4.273,871.931,380.664,67.138,380.664,67.138,0.926,7.419e-4,0.926,0.046,0.442,0.085,28.61,-80.6,9.79,0.003,0,0.041,0.021,6.41e4,2.104e4,52.711,0.516,304.072,258.558,2.24,1.13,9.415e7,6571.368,1640.359,0.62,0.62,0.184,0.241,0.194,5.204e-4,0.001,-3.04e-4,0,0,0,0,2.765e-8,0.049,20.32,324.293,89.916,0.756,0.1,9.332,913.054,336.954,0.05,0.218
4.323,891.048,384.004,66.812,384.004,66.812,0.948,7.997e-4,0.948,0.048,0.446,0.059,28.61,-80.6,9.789,8.231e-4,0,4.851e-4,0.074,6.394e4,2.088e4,52.675,0.516,306.38,258.58,2.352,1.14,9.483e7,6549.765,1651.614,0.615,0.615,0.184,0.238,0.193,1.642e-4,3.229e-4,-3.058e-5,0,0,0,0,0,0.049,20.32,324.293,89.919,0.798,0.1,9.208,910.918,336.879,0.05,0.219
4.373,910.331,387.329,66.548,387.329,66.548,0.97,8.781e-4,0.97,0.052,0.447,0.027,28.61,-80.6,9.789,0.003,0,-0.029,0.007,6.379e4,2.073e4,52.64,0.515,306.287,258.6,2.347,1.15,9.55e7,6528.176,1658.85,0.608,0.608,0.183,0.234,0.191,6.369e-4,0.001,1.707e-4,0,0,0,0,-1.392e-8,0.05,20.32,324.293,89.922,0.418,0.1,9.083,908.764,336.803,0.05,0.221
4.423,929.78,390.641,66.273,390.641,66.273,0.993,9.657e-4,0.993,0.056,0.449,0.023,28.61,-80.6,9.789,0.004,0,0.001,0.017,6.366e4,2.06e4,52.61,0.514,305.387,258.617,2.302,1.16,9.616e7,6507.543,1665.577,0.601,0.601,0.182,0.23,0.189,6.835e-4,0.001,-4.379e-4,0,0,0,0,0,0.05,20.32,324.293,89.923,-0.031,0.1,8.956,906.591,336.726,0.05,0.222
4.473,949.395,393.942,66.08,393.943,66.08,1.015,0.001,1.015,0.059,0.45,0.039,28.61,-80.6,9.789,0.002,0,0.02,0.031,6.35e4,2.044e4,52.575,0.513,304.332,258.636,2.249,1.17,9.682e7,6487.21,1669.295,0.594,0.594,0.182,0.224,0.188,3.615e-4,0.001,-3.33e-4,0,0,0,0,6.234e-9,0.05,20.32,324.293,89.922,-0.505,0.1,8.829,904.4,336.649,0.05,0.224
4.523,969.174,397.233,65.876,397.233,65.876,1.038,0.001,1.038,0.061,0.453,0.06,28.61,-80.6,9.789,0.001,0,-0.011,0.034,6.335e4,2.029e4,52.538,0.512,307.008,258.684,2.378,1.18,9.747e7,6465.672,1672.471,0.586,0.586,0.181,0.219,0.186,2.583e-4,1.404e-4,-3.845e-4,0,0,0,0,0,0.051,20.32,324.293,89.92,-0.71,0.1,8.7,902.19,336.571,0.05,0.226
4.573,989.118,400.514,65.699,400.515,65.699,1.061,0.001,1.061,0.062,0.456,0.082,28.61,-80.6,9.789,0.003,0,-0.01,0.004,6.319e4,2.013e4,52.502,0.512,306.74,258.71,2.364,1.19,9.811e7,6444.15,1673.743,0.578,0.578,0.18,0.213,0.185,5.507e-4,9.136e-4,-1.544e-4,0,0,0,0,0,0.051,20.32,324.293,89.918,-0.45,0.1,8.571,899.962,336.493,0.05,0.227
4.623,1009.225,403.787,65.53,403.787,65.53,1.084,0.001,1.084,0.062,0.46,0.08,28.61,-80.6,9.789,0.003,0,0.01,0.01,6.304e4,1.998e4,52.468,0.511,306.478,258.726,2.35,1.2,9.875e7,6422.648,1674.555,0.57,0.57,0.18,0.207,0.183,5.155e-4,9.569e-4,8.656e-5,0,0,0,0,0,0.052,20.32,324.293,89.918,0.117,0.1,8.44,897.764,336.414,0.05,0.229
4.673,1029.496,407.051,65.369,407.051,65.369,1.107,0.001,1.107,0.061,0.464,0.061,28.61,-80.6,9.789,0.001,0,0.039,0.049,6.289e4,1.983e4,52.433,0.51,304.344,258.742,2.244,1.21,9.94e7,6401.165,1674.736,0.562,0.562,0.179,0.202,0.182,1.911e-4,4.311e-5,-2.008e-4,0,0,0,0,2.158e-8,0.052,20.32,324.293,89.92,0.512,0.1,8.308,895.608,336.334,0.05,0.231
4.723,1049.93,410.308,65.215,410.308,65.215,1.13,0.001,1.13,0.062,0.466,0.042,28.61,-80.6,9.789,0.001,0,-0.033,0.018,6.273e4,1.967e4,52.398,0.509,307.803,258.756,2.414,1.22,1e8,6379.695,1674.39,0.554,0.554,0.179,0.196,0.18,2.776e-4,8.202e-4,4.991e-4,0,0,0,0,-1.533e-8,0.053,20.32,324.293,89.922,0.852,0.1,8.175,893.435,336.253,0.05,0.233
4.773,1070.527,413.556,65.053,413.556,65.053,1.153,0.001,1.153,0.064,0.468,0.029,28.61,-80.6,9.789,0.002,0,-0.012,0.005,6.258e4,1.952e4,52.362,0.509,307.174,258.801,2.381,1.23,1.007e8,6358.246,1674.559,0.547,0.547,0.178,0.19,0.179,4.3e-4,5.357e-4,-3.608e-4,0,0,0,0,0,0.053,20.32,324.293,89.923,0.878,0.1,8.042,891.244,336.172,0.05,0.234
4.823,1091.285,416.797,64.897,416.797,64.897,1.177,0.001,1.177,0.067,0.469,0.037,28.61,-80.6,9.789,0.001,0,0.011,0.025,6.243e4,1.937e4,52.327,0.508,305.336,258.823,2.289,1.24,1.013e8,6336.813,1674.231,0.539,0.539,0.177,0.185,0.177,2.126e-4,6.211e-4,-2.332e-5,0,0,0,0,0,0.053,20.32,324.293,89.923,0.141,0.1,7.907,889.036,336.09,0.05,0.236
4.873,1112.206,420.029,64.71,420.029,64.71,1.2,0.001,1.2,0.07,0.471,0.051,28.61,-80.6,9.789,7.198e-4,0,-0.017,0.017,6.228e4,1.922e4,52.293,0.507,307.174,258.836,2.379,1.25,1.019e8,6315.398,1675.79,0.533,0.533,0.177,0.18,0.176,1.448e-4,3.303e-4,-3.995e-4,0,0,0,0,0,0.054,20.32,324.293,89.922,-0.631,0.1,7.771,886.81,336.008,0.05,0.237
4.923,1133.288,423.251,64.529,423.252,64.529,1.224,0.002,1.224,0.071,0.474,0.066,28.61,-80.6,9.789,0.002,0,-0.006,0.014,6.213e4,1.907e4,52.259,0.506,307.424,258.847,2.391,1.26,1.025e8,6293.999,1676.876,0.526,0.526,0.176,0.175,0.174,3.78e-4,0.001,4.508e-5,0,0,0,0,0,0.054,20.32,324.293,89.921,-0.558,0.1,7.634,884.568,335.925,0.05,0.238
4.973,1154.531,426.464,64.293,426.464,64.293,1.248,0.002,1.248,0.072,0.478,0.063,28.61,-80.6,9.789,0.002,0,0.001,-0.002,6.198e4,1.892e4,52.225,0.505,306.588,258.858,2.349,1.27,1.031e8,6272.618,1681.333,0.521,0.521,0.176,0.172,0.173,3.007e-4,0.001,1.663e-4,0,0,0,0,0,0.055,20.32,324.293,89.921,-0.125,0.1,7.496,882.308,335.841,0.05,0.239
5.023,1175.934,429.664,64.061,429.665,64.061,1.272,0.002,1.272,0.072,0.481,0.055,28.61,-80.6,9.789,0.001,-3.006e-7,0.019,0.008,6.183e4,1.877e4,52.19,0.505,304.37,258.899,2.238,1.28,1.037e8,6251.256,1685.416,0.515,0.515,0.175,0.169,0.172,1.883e-4,8.481e-4,-2.952e-4,0,0,0,0,0,0.055,20.32,324.293,89.922,0.327,0.1,7.356,880.031,335.757,0.05,0.24
5.073,1197.497,432.851,63.751,432.852,63.751,1.296,0.002,1.296,0.072,0.483,0.039,28.61,-80.6,9.789,5.697e-4,0,-0.031,0.007,6.168e4,1.862e4,52.156,0.504,307.223,258.918,2.377,1.29,1.043e8,6229.912,1694.261,0.511,0.511,0.174,0.167,0.17,1.146e-4,-1.287e-4,-2.868e-4,0,0,0,0,-1.205e-8,0.055,20.32,324.293,89.923,0.6,0.1,7.216,877.738,335.672,0.05,0.241
5.123,1219.219,436.023,63.441,436.023,63.441,1.32,0.002,1.32,0.073,0.485,0.031,28.61,-80.6,9.788,0.001,0,-0.02,0.007,6.153e4,1.847e4,52.123,0.503,306.691,258.926,2.351,1.299,1.049e8,6208.581,1702.986,0.508,0.508,0.174,0.165,0.169,2.08e-4,8.946e-4,2.726e-4,0,0,0,0,-5.197e-9,0.056,20.32,324.293,89.924,0.507,0.1,7.075,875.427,335.586,0.05,0.243
5.173,1241.099,439.178,63.083,439.178,63.083,1.344,0.002,1.344,0.075,0.486,0.033,28.61,-80.6,9.788,8.465e-4,0,-0.002,-0.014,6.138e4,1.832e4,52.089,0.502,304.227,258.934,2.229,1.309,1.055e8,6187.269,1714.528,0.505,0.505,0.173,0.164,0.168,1.531e-4,8.245e-4,1.744e-4,0,0,0,0,0,0.056,20.32,324.293,89.925,0.192,0.1,6.933,873.1,335.5,0.05,0.247
